91728	戴鈞衡
125640	戴鈞衡
	
85175	施國祁
125620	施國祁
	
127733	李三才
206085	李三才
	
77456	李因篤
359046	李因篤
	
77882	李翹芬
358809	李翹芬
	
77136	李銳
438192	李銳
	
30301	杭世駿
359828	杭世駿
	
88490	梅曾亮
125634	梅曾亮
	
35124	楊鳳苞
125619	楊鳳苞
	
55684	殷兆鏞
353008	殷兆鏞
	
91372	黎湛枝
352716	黎湛枝
	
91350	黎元寬
352700	黎元寬
	
54133	黃汝亨
118895	黃汝亨
131374	黃汝亨
362772	黃汝亨
	
88250	黃承吉
362559	黃承吉
	
58563	黃彭年
362891	黃彭年
	
88186	黃安濤
362735	黃安濤
	
130219	鹿善繼
338776	鹿善繼
	
90260	魯一同
125641	魯一同
	
35079	魏象樞
351350	魏象樞
	
73590	馮崧生
355229	馮崧生
	
34836	湯斌
356833	湯斌
	
75527	湯鵬
125637	湯鵬
	
90436	溫肅
356818	溫肅
	
54483	潘世恩
355788	潘世恩
	
33903	潘耒
355808	潘耒
	
79511	沈濤
125623	沈濤
	
59090	沈廷芳
356201	沈廷芳
	
79491	沈垚
125609	沈垚
	
66037	江聲
354800	江聲
	
33879	毛奇齡
348836	毛奇齡
	
34013	畢沅
367887	畢沅
	
33176	祁寯藻
357018	祁寯藻
	
85403	祝廷華
356917	祝廷華
	
65833	程晉芳
352453	程晉芳
	
124891	耿定向
337944	耿定向
	
65093	范梁
500186	范梁
	
86241	顧廣譽
125617	顧廣譽
	
126328	丁璣
281935	丁璣
	
74351	喬萊
348660	喬萊
	
67950	張洪
325185	張洪
	
345291	張烈
345292	張烈
	
80069	張銓
347084	張銓
	
310929	張鼎
323363	張鼎
	
88642	戚人鏡
367201	戚人鏡
	
91671	戴易
438302	戴易
	
79932	改琦
438090	改琦
	
72493	方大淳
339053	方大淳
	
72471	方球
441239	方球
	
54685	曾燠
374732	曾燠
	
34349	曾紀鴻
438198	曾紀鴻
	
90350	曾習經
374607	曾習經
	
127408	朱應登
307256	朱應登
	
74275	朱銘盤
125656	朱銘盤
	
74342	朱麟祺
350608	朱麟祺
	
77358	李孔昭
357674	李孔昭
	
77666	李宗沆
358187	李宗沆
	
77313	李從龍
358090	李從龍
	
77086	李昶
358328	李昶
	
77317	李鳳書
359199	李鳳書
	
77887	李鼎元
357865	李鼎元
	
82649	林春溥
364160	林春溥
	
85992	桂文燿
363823	桂文燿
	
89100	梁士詒
356004	梁士詒
	
76840	楊思聖
365152	楊思聖
	
84946	段光清
439133	段光清
	
75449	江衡
354727	江衡
	
75496	江逢辰
354775	江逢辰
	
79389	汪孟鋗
354894	汪孟鋗
	
79424	汪康年
354842	汪康年
	
54184	汪廷珍
354887	汪廷珍
	
79454	汪德容
354917	汪德容
	
79232	汪煜
355146	汪煜
	
35043	汪輝祖
355147	汪輝祖
	
54210	沈葆楨
356386	沈葆楨
	
85349	洪頤煊
125602	洪頤煊
	
90463	游光繹
357105	游光繹
	
90466	游紹安
357089	游紹安
	
75519	湯球
125629	湯球
	
90431	溫儀
356799	溫儀
	
132275	熊過
208653	熊過
318293	熊過
	
55786	王仁堪
342163	王仁堪
	
71597	王兆符
342667	王兆符
	
65759	王原祁
343570	王原祁
	
35063	王士禎
56833	王士禛
	
71635	王安瀾
342592	王安瀾
	
35049	王懿榮
343271	王懿榮
	
65762	王掞
343405	王掞
	
72046	王敬銘
343321	王敬銘
	
54580	王文治
341614	王文治
	
33556	王昶
342774	王昶
	
57185	王植
343223	王植
	
71157	王烈
341900	王烈
	
126814	王畿
232115	王畿
	
71200	王章
341636	王章
	
199150	王賓
267619	王賓
	
123984	王錫爵
333661	王錫爵
	
72126	王錫蕃
343817	王錫蕃
	
55233	田雯
367732	田雯
	
73018	盧維慶
348952	盧維慶
	
54731	石韞玉
344578	石韞玉
	
85749	秦恩復
367061	秦恩復
	
85749	秦恩復
367061	秦恩復
	
90288	童棫
338747	童棫
	
91080	管同
125635	管同
	
84561	胡世琦
365802	胡世琦
	
84491	胡煦
365894	胡煦
	
82499	范鄗鼎
360777	范鄗鼎
	
66251	葉琛
109721	葉琛
	
89448	董文驥
360552	董文驥
	
54088	蔡之定
363296	蔡之定
	
90982	蔡升元
363274	蔡升元
	
89685	蔣恭棐
361391	蔣恭棐
	
89543	蔣杲
361423	蔣杲
	
57226	蔣溥
361343	蔣溥
	
76417	蘇惇元
125639	蘇惇元
	
85796	袁佑
359645	袁佑
	
125652	袁寶璜
359672	袁寶璜
	
85881	袁繼梓
359640	袁繼梓
	
63578	袁銑
359774	袁銑
	
91076	裴蔭森
347231	裴蔭森
	
75731	許作屏
341308	許作屏
	
75782	許振礽
341413	許振礽
	
90620	謝道承
340572	謝道承
	
56569	趙翼
366208	趙翼
	
132207	趙逯
289093	趙逯
	
82269	邵瑛
348471	邵瑛
	
30309	郝懿行
365423	郝懿行
	
87570	郭肇鐄
340951	郭肇鐄
	
79095	鄒嘉來
353276	鄒嘉來
	
79088	鄒植行
353285	鄒植行
	
29589	鄭曉
329275	鄭曉
	
83018	金溶
374138	金溶
	
86410	錢枚
375188	錢枚
	
86491	錢爾登
375060	錢爾登
	
75416	關冕鈞
373826	關冕鈞
	
75418	關賡麟
373799	關賡麟
	
81585	陳介祺
372373	陳介祺
	
81866	陳其元
438807	陳其元
	
54950	陳寶琛
371592	陳寶琛
	
246088	陳璲
261926	陳璲
	
81966	陳紹棠
371491	陳紹棠
	
87852	陶士偰
373517	陶士偰
	
130723	陶承學
319011	陶承學
323316	陶承學
	
87896	陶春元
373530	陶春元
	
87881	陶汝鼐
438265	陶汝鼐
	
81160	陸以湉
370744	陸以湉
	
81114	陸寅
370755	陸寅
	
81093	陸沅
370758	陸沅
	
33794	陸炳
302486	陸炳
305697	陸炳
	
132287	雒遵
225413	雒遵
	
89817	韓弼元
361917	韓弼元
	
86359	顧嗣立
355573	顧嗣立
	
86263	顧文彬
355431	顧文彬
	
70992	馬學易
369034	馬學易
	
70908	馬疏
368762	馬疏
	
73525	馮雲驌
355194	馮雲驌
	
73529	馮雲驤
355193	馮雲驤
	
87243	高玢
339230	高玢
	
87245	高詠
339182	高詠
	
91843	魏家驊
351360	魏家驊
	
91833	魏茂林
351410	魏茂林
	
34350	魏裔介
351284	魏裔介
	
90249	魯鴻
353342	魯鴻
	
76244	麥鴻鈞
357286	麥鴻鈞
	
88122	黃本訥
362986	黃本訥
	
68414	黃正色
328182	黃正色
	
72960	龍建章
340101	龍建章
	
439165	袁天綱
448460	袁天綱
	
92366	盧肇
186224	盧肇
	
131775	楊廷麟
364505	楊廷麟
	
12255	蕭統
146954	蕭統
339548	蕭統
	
82003	陳鍾麟
372414	陳鍾麟
	
81286	陸增祥
125624	陸增祥
	
132061	鄒觀光
219333	鄒觀光
	
62505	王恕
264037	王恕
	
68414	黃正色
328182	黃正色
	
33502	李習仁
33510	李習仁
	
30328	項元汴
327121	項元汴
	
84043	項名達
344880	項名達
	
67331	黎淳
262791	黎淳
	
65690	齊召南
338899	齊召南
	
74707	莊培因
361014	莊培因
	
34573	賀欽
271557	賀欽
	
132448	歐陽東鳳
373983	歐陽東鳳
470613	歐陽東鳳
	
125658	賀濤
338400	賀濤
	
81516	陳三立
371045	陳三立
	
88036	黃濬
362749	黃濬
	
89501	董祐誠
125625	董祐誠
	
126680	王問
329590	王問
	
91195	譚敬昭
125632	譚敬昭
	
90438	溫璜
131687	溫璜
356792	溫璜
	
56580	茅元儀
439074	茅元儀
	
29571	李承箕
261806	李承箕
	
209075	謝廷讚
340474	謝廷讚
	
131430	黃景昉
363048	黃景昉
	
29580	陳邦瞻
372146	陳邦瞻
	
129368	高出
339247	高出
	
372956	周永春
438263	周永春
	
66274	章溢
107551	章溢
	
117786	華悰韡
131527	華宗鞾
	
83179	周鍾
373405	周鍾
	
79982	張采
130425	張采
	
133643	顧秉謙
355469	顧秉謙
	
122508	倪仁禎
352783	倪仁禎
	
126402	方岳貢
339108	方岳貢
	
30861	杜淹
32479	杜淹
	
207853	楊瑛
332421	楊瑛
	
66632	黃彥清
131399	黃彥清
	
355587	顧巽
245566	顧巽
	
122198	鍾惺
133380	鍾惺
	
30190	屈大均
123565	屈大均
	
20536	陸希聲
381528	陸希聲
	
36888	范氏(張琬妻)
46790	范氏(張琬妻)
	
5009	陳氏(程琳妻)
49116	陳氏(程琳妻)
	
5046	鄧氏(賀允中妻
48888	鄧氏(賀允中妻
	
131188	游樸
206140	游樸
509088	游朴
	
204171	趙祖鵬
315141	趙祖鵬
	
68236	霍韜
324953	霍韜
	
33171	祁承㸁
128488	祁承㸁
357011	祁承㸁
	
34501	劉球
250264	劉球
	
90595	謝泰宗
340634	謝泰宗
	
233848	賀燦然
364367	賀燦然
	
	
132043	鄒守益
319449	鄒守益
	
33187	錢琦
133119	錢琦
298505	錢琦
	
	
130777	陳一元
371035	陳一元
	
	
204233	馬自強
212364	馬自強
	
216128	黃洪憲
230672	黃洪憲
	
133673	顧夢圭
355531	顧夢圭
	
203738	李一元
336237	李一元
	
	
131954	葉良佩
363524	葉良佩
	
132606	蔡獻臣
229269	蔡獻臣
363271	蔡獻臣
	
89912	程崟
352491	程崟
	
266609	程昌
352620	程昌
	
90896	竇垿
354419	竇垿
	
256030	王琦
324163	王琦
	
128667	來宗道
359812	來宗道
	
202120	司馬相
214655	司馬相
316531	司馬相
	
67063	夏時
344351	夏時
	
129799	孫鏊
212349	孫鏊
315634	孫鏊
319049	孫鏊
336084	孫鏊
	
125530	張岳
334797	張岳
	
79952	張遠
283233	張遠
	
127329	朱袞
328387	朱袞
	
77517	李安世
358161	李安世
	
71552	王先吉
342295	王先吉
	
28798	王冕
254720	王冕
	
71277	王霖
100968	王霖
	
33171	祁承㸁
128488	祁承㸁
357011	祁承㸁
	
203515	胡安
323988	胡安
	
198877	胡恭
243203	胡恭
	
43049	胡渭
104887	胡渭
	
201903	葛木
306973	葛木
	
90597	謝起龍
442381	謝起龍
	
132403	鄭舜臣
215583	鄭舜臣
	
113061	釋大同
126368	釋大同
	
81374	陳塏
130946	陳塏
371908	陳塏
	
203551	陳絳
296253	陳絳
314961	陳絳
	
204139	陳綰
296255	陳綰
	
81456	陳謨
108070	陳謨
199468	陳謨
371012	陳謨
	
309528	陶廷奎
323310	陶廷奎
	
133718	龔輝
340398	龔輝
	
128931	周應賓
220217	周應賓
	
135127	完顏允恭
339715	完顏允恭
	
87934	堵胤錫
360944	堵胤錫
	
128931	周應賓
220217	周應賓
	
127627	沈節甫
232068	沈節甫
224528	沈節甫
	
130782	陳于廷
371097	陳于廷
	
235440	顧起元
355553	顧起元
	
131573	焦宏
237105	焦宏
240759	焦宏
	
	
28093	方孝孺
511342	方孝儒
	
68092	楊廷和
217391	楊廷和
275716	楊廷和
	
35222	袁宏道
229489	袁宏道
	
128587	林兆恩
313667	林兆恩
	
	
130245	梅之煥
366036	梅之煥
	
127561	沈灼
272633	沈爚
	
71684	王希旦
342982	王希旦
	
135086	陳昌積
289880	陳昌積
	
128374	余懋孳
337057	余懋孳
374872	余懋孳
	
87907	陶崇道
373485	陶崇道
	
86686	徐芳
353951	徐芳
	
219197	林民止
364232	林民止
	
205702	黃猷吉　
221210	黃猷吉
363136	黃猷吉
	
741	熊彥詩
537887	熊彥詩
	
94651	梁肅
447460	梁肅
165697	梁肅
190585	梁肅
	
28603	胡衹遹
419715	胡祗遹
	
106657	張復
386141	張復
	
33424	衛培
112184	衛培
	
34528	吳溥
128234	吳溥
	
43829	釋道一
151114	道一
	
434420	駱仲明
511824	賈仲明
	
290050	周如登
310258	周如登
	
131205	湯賓尹
356869	湯賓尹
	
34700	王慎中
304155	王慎中
343916	王慎中
	
134679	沈約
504918	沈約
	
128843	周炳謨
373446	周炳謨
	
126629	王家植
342532	王家植
122220	潘之恆
132309	潘之恆
	
128843	周炳謨
373446	周炳謨
	
132357	鄭以偉
375475	鄭以偉
	
59966	李天經
357548	李天經
	
24353	葛長庚
511647	白玉蟾
	
59966	李天經
357548	李天經
	
22469	李翱
93128	李翺
189536	李翺
189795	李翺
	
34625	李正
263976	李正
	
66032	朱彜尊
510911	朱彛尊
	
177131	崔龜從
446733	崔龜從
	
126312	丁奉
344162	丁奉
	
55365	龍錢潔
566367	錢潔
	
55346	湯淑英
566408	湯淑英
	
122816	楊徹
566506	楊徹
	
135275	俞琬綸
374346	俞琬綸
	
129208	俞允文
439204	俞允文
	
130605	張鳳翼
578877	張鳳翼
	
565471	朱柔英
566614	朱柔英
	
68166	陳束
130832	陳束
123161	董氏(陳束妻)
287346	董氏(陳束妻)
	
	
127729	杜瓊
560897	杜瓊
259487	杜瓊
	
525515	吳融
245058	吳孟融
	
270014	朱顥
328384	朱顥
	
	
34581	王琬（Wang Wan(5)）-
247601	王朝用（Wang Chaoyong）-
	
30681	皇甫汸
351259	皇甫方
	
30676	皇甫錄
290228	皇甫錄
	
129208	俞允文
439204	俞允文
	
20555	危稹
511059	危稹
	
35295	俞桂
510977	俞桂
	
22701	葉紹翁
511755	葉紹翁
	
48073	陳鑒之
511975	陳鑒之
	
43098	施樞
511352	施樞
	
27798	許棐
511803	許棐
	
40057	朱繼芳
511386	朱繼芳
	
30225	黃文雷
512084	黃文雷
	
42614	周文璞
511113	周文璞
	
133092	錢仁夫
375090	錢仁夫
	
126312	丁奉
344162	丁奉
	
133065	盧襄
348926	盧襄
	
35261	袁袠
301102	袁袠
	
439124	袁表
559755	袁表
	
35256	袁表
301099	袁表
	
218946	袁褒
301101	袁褒
	
126804	王穀祥
343301	王穀祥
	
128536	邵圭潔
226311	邵圭潔
	
35262	袁尊尼
218953	袁尊尼
	
130605	張鳳翼
578877	張鳳翼
	
71654	王志長
235156	王志長
	
135275	俞琬綸
374346	俞琬綸
	
35040	王穉登
118840	王稚登
577136	王穉登
	
66884	吳訥
240883	吳訥
	
247601	王朝用
34581	王琬
	
128402	何良俊
303087	何良俊
	
128402	何良俊
303087	何良俊
	
126312	丁奉
344162	丁奉
	
204294	秦可大
217187	秦可大
	
92525	朱長文
446935	朱長文
	
326164	王夢祥
333658	王夢祥
	
130769	陸應龍
370687	陸應龍
	
65871	金人瑞
126213	金人瑞
	
124003	王鼎爵
326167	王鼎爵
	
32024	張彥遠
93470	張彥遠
380725	張彥遠
	
41093	李重進
468593	李重進
	
95092	魏玄同
155852	魏玄同
	
135353	劉備
339525	劉備
	
204478	史朝寀
216734	史朝寀
308526	史朝寀
316597	史朝寀
318053	史朝寀
336458	史朝寀
	
31736	盧杞
155010	盧杞
	
32478	杜景秀
173287	杜景秀
	
32477	杜顒
173277	杜顒
462805	杜顒
	
92151	韋元甫
179850	韋元甫
